dialogue_id,turn_index,speaker,utterance,emotion,num_listeners,listeners,relations,speaker_position,prev_speaker,prev_emotion,prev_utterance_len,next_speaker,next_emotion,utterance_len,utterance_word_count,voice_status,suppression_score
340,4,劉輝,我啊，天生就不是讀書的料，這不是沒辦法嘛！,sadness,1,張心,friend,peer,張心,surprise,8,張心,happiness,21,1,neutral,2
340,5,張心,同感。,happiness,1,劉輝,friend,peer,劉輝,sadness,21,劉輝,surprise,3,1,neutral,1
340,6,劉輝,怎麼？你也是被逼的？,surprise,1,張心,friend,peer,張心,happiness,3,張心,disgust,10,1,neutral,2
340,7,張心,不然我會揹着爸媽來這種地方玩嗎？,disgust,1,劉輝,friend,peer,劉輝,surprise,10,劉輝,surprise,16,1,neutral,2
340,8,劉輝,原來咱倆同是天涯淪落人呀！,surprise,1,張心,friend,peer,張心,disgust,16,張心,disgust,13,1,neutral,2
340,9,張心,少臭美了，誰跟你同是天涯淪落人了？,disgust,1,劉輝,friend,peer,劉輝,surprise,13,劉輝,fear,17,1,neutral,2
340,10,劉輝,阿心，其實。,fear,1,張心,friend,peer,張心,disgust,17,張心,surprise,6,1,neutral,2
340,11,張心,有什麼話說呀，幹嘛吞吞吐吐的？這可不像你啊？,surprise,1,劉輝,friend,peer,劉輝,fear,6,劉輝,neutral,22,1,neutral,2
340,12,劉輝,阿心，做我女朋友吧？,neutral,1,張心,friend,peer,張心,surprise,22,,,10,1,neutral,2
341,0,劉輝,你沒事吧？,surprise,1,張心,friend,peer,,,0,張心,surprise,5,1,neutral,1
341,1,張心,你。,surprise,1,劉輝,friend,peer,劉輝,surprise,5,劉輝,happiness,2,1,neutral,1
341,2,劉輝,阿心，不瞞你說，其實我喜歡你很久了，只是不敢說。,happiness,1,張心,friend,peer,張心,surprise,2,張心,surprise,24,1,neutral,1
341,3,張心,你胡說什麼呀？,surprise,1,劉輝,friend,peer,劉輝,happiness,24,劉輝,surprise,7,1,neutral,1
341,4,劉輝,真的！我沒有胡說！你。不喜歡我啊？,surprise,1,張心,friend,peer,張心,surprise,7,張心,surprise,17,1,neutral,1
341,5,張心,我。其實跟你認識的這段時間裏，我過得是挺開心的，可是。,surprise,1,劉輝,friend,peer,劉輝,surprise,17,劉輝,surprise,27,1,neutral,1
341,6,劉輝,這麼說你也喜歡我的對不對？,surprise,1,張心,friend,peer,張心,surprise,27,張心,surprise,13,1,neutral,1
341,7,張心,誰。誰喜歡你了？,surprise,1,劉輝,friend,peer,劉輝,surprise,13,,,8,1,neutral,1
342,0,陳子明,我帶你們去一個地方。,happiness,2,"李曉,張愛","friend,friend",peer,,,0,李曉,surprise,10,1,amplified,0
342,1,李曉,去哪兒啊？,surprise,1,陳子明,friend,peer,陳子明,happiness,10,陳子明,happiness,5,1,neutral,1
342,2,陳子明,去了就知道了。,happiness,1,李曉,friend,peer,李曉,surprise,5,張愛,surprise,7,1,neutral,1
342,3,張愛,什麼地方啊？時間不早了，以後再去吧？,surprise,1,陳子明,friend,peer,陳子明,happiness,7,陳子明,happiness,18,1,neutral,1
342,4,陳子明,不行，非得今天去才行！哎呀，走吧！沒事的。,happiness,1,張愛,friend,peer,張愛,surprise,18,,,21,1,neutral,1
343,0,陳子明,你們在這等着，我馬上就回來。,happiness,2,"李曉,張愛","friend,friend",peer,,,0,李曉,fear,14,1,amplified,0
343,1,李曉,這個子明，想搞什麼啊？,fear,1,張愛,classmate,peer,陳子明,happiness,14,張愛,neutral,11,1,suppressed,3
343,2,張愛,不知道，等着吧！,neutral,1,李曉,classmate,peer,李曉,fear,11,,,8,1,neutral,2
344,0,李曉,這是什麼呀？,surprise,1,陳子明,friend,peer,,,0,陳子明,neutral,6,1,neutral,2
344,1,陳子明,煙花棒。,neutral,1,李曉,friend,peer,李曉,surprise,6,張愛,surprise,4,1,neutral,2
344,2,張愛,煙花棒？,surprise,1,陳子明,friend,peer,陳子明,neutral,4,陳子明,happiness,4,1,neutral,1
344,3,陳子明,對，爲你開個煙花派對。,happiness,1,張愛,friend,peer,張愛,surprise,4,李曉,happiness,11,1,neutral,1
344,4,李曉,哎喲，小愛我真是羨慕你啊！你看人家對你多好啊！,happiness,1,張愛,classmate,peer,陳子明,happiness,11,張愛,surprise,23,1,neutral,1
344,5,張愛,李曉！瞎說什麼呢？,surprise,1,李曉,classmate,peer,李曉,happiness,23,李曉,happiness,9,1,neutral,1
344,6,李曉,那我過生日你也會爲我開煙花派對嗎？,happiness,1,陳子明,friend,peer,張愛,surprise,9,陳子明,happiness,17,1,neutral,1
344,7,陳子明,你這個千金大小姐還用得着我們爲你開這個什麼煙花派對啊？,happiness,1,李曉,friend,peer,李曉,happiness,17,李曉,surprise,27,1,neutral,1
344,8,李曉,哎，你有勁沒勁啊？,surprise,1,陳子明,friend,peer,陳子明,happiness,27,張愛,happiness,9,1,neutral,1
344,9,張愛,好了好了！你們兩個呀，見面就吵。,happiness,2,"陳子明,李曉","friend,classmate",peer,李曉,surprise,9,,,16,1,amplified,0
345,0,陳子明,來，一人一把。,neutral,1,張愛,friend,peer,,,0,陳子明,happiness,7,1,neutral,2
345,1,陳子明,生日快樂！,happiness,1,張愛,friend,peer,陳子明,neutral,7,張愛,happiness,5,1,neutral,1
345,2,張愛,謝謝！,happiness,1,陳子明,friend,peer,陳子明,happiness,5,,,3,1,neutral,1
346,0,李曉,我親愛的小愛，生日快樂！,happiness,1,陳子明,friend,peer,,,0,陳子明,happiness,12,1,neutral,1
346,1,陳子明,我點煙花羅！,happiness,1,李曉,friend,peer,李曉,happiness,12,,,6,1,neutral,1
347,0,張愛,今天真是太開心了，謝謝你，子明。,happiness,1,陳子明,friend,peer,,,0,陳子明,happiness,16,1,neutral,1
347,1,陳子明,其實也沒什麼。這是做朋友應該的嘛。,happiness,1,張愛,friend,peer,張愛,happiness,16,李曉,happiness,17,1,neutral,1
347,2,李曉,恩，我贊同！小愛，感動不？,happiness,1,張愛,friend,peer,陳子明,happiness,17,張愛,surprise,13,1,neutral,1
347,3,張愛,李曉！沒完了啊？,surprise,1,李曉,friend,peer,李曉,happiness,13,李曉,happiness,8,1,neutral,1
347,4,李曉,得得得！我又說錯話了。,happiness,1,張愛,friend,peer,張愛,surprise,8,,,11,1,neutral,1
348,0,李曉,怎麼？看到我捱罵很高興是吧？,happiness,1,陳子明,friend,peer,,,0,陳子明,surprise,14,1,neutral,1
348,1,陳子明,我有嗎？,surprise,1,李曉,friend,peer,李曉,happiness,14,李曉,happiness,4,1,neutral,1
348,2,李曉,你就裝吧你！,happiness,1,陳子明,friend,peer,陳子明,surprise,4,張愛,happiness,6,1,neutral,1
348,3,張愛,哎，現在呀！你們兩個吵架已經是我日常生活不可卸少的一部分了。,happiness,2,"陳子明,李曉","friend,friend",peer,李曉,happiness,6,陳子明,surprise,30,1,amplified,0
348,4,陳子明,是嗎？那你喜歡這樣嗎？,surprise,1,張愛,friend,peer,張愛,happiness,30,張愛,happiness,11,1,neutral,1
348,5,張愛,還行，這樣也挺熱鬧的！,happiness,1,陳子明,friend,peer,陳子明,surprise,11,陳子明,happiness,11,1,neutral,1
348,6,陳子明,那好！以後我們就天天吵，給你的生活多增添點色彩。,happiness,1,張愛,friend,peer,張愛,happiness,11,李曉,happiness,24,1,neutral,1
348,7,李曉,哼！是呀！只要我們小愛快樂就行！是吧？陳大哥？,happiness,1,陳子明,friend,peer,陳子明,happiness,24,陳子明,surprise,23,1,neutral,1
348,8,陳子明,哎呀，我的雞皮疙瘩簡直是掉了一地了。,surprise,1,李曉,friend,peer,李曉,happiness,23,李曉,happiness,18,1,neutral,1
348,9,李曉,掉吧掉吧！把你身上的肉都掉光了我都喜歡！,happiness,1,陳子明,friend,peer,陳子明,surprise,18,陳子明,surprise,20,1,neutral,1
348,10,陳子明,你可真狠心啊？你就這麼盼不得我好啊？,surprise,1,李曉,friend,peer,李曉,happiness,20,李曉,happiness,18,1,neutral,1
348,11,李曉,是呀！我就是不想盼你好！怎麼？不服氣了？,happiness,1,陳子明,friend,peer,陳子明,surprise,18,陳子明,happiness,20,1,neutral,1
348,12,陳子明,我服！有什麼不服的？,happiness,1,李曉,friend,peer,李曉,happiness,20,張愛,happiness,10,1,neutral,1
348,13,張愛,好了，趕快回去吧！時間不早了。,happiness,2,"陳子明,李曉","friend,friend",peer,陳子明,happiness,10,李曉,happiness,15,1,amplified,0
348,14,李曉,聽見沒有？說你呢！,happiness,1,陳子明,friend,peer,張愛,happiness,15,陳子明,happiness,9,1,neutral,1
348,15,陳子明,你說什麼？！我耳背，聽不見！再說一遍！,happiness,1,李曉,friend,peer,李曉,happiness,9,李曉,happiness,19,1,neutral,1
348,16,李曉,你。,happiness,1,陳子明,friend,peer,陳子明,happiness,19,張愛,happiness,2,1,neutral,1
348,17,張愛,呵呵。,happiness,2,"陳子明,李曉","friend,friend",peer,李曉,happiness,2,,,3,1,amplified,0
349,0,陳子明,怎麼了？,surprise,1,張愛,friend,peer,,,0,張愛,surprise,4,1,neutral,1
349,1,張愛,我妹妹！,surprise,1,陳子明,friend,peer,陳子明,surprise,4,李曉,surprise,4,1,neutral,1
349,2,李曉,你妹妹怎麼坐着男生的車？那個男生你認識嗎？,surprise,1,張愛,friend,peer,張愛,surprise,4,張愛,surprise,21,1,neutral,1
349,3,張愛,沒見過。,surprise,1,李曉,friend,peer,李曉,surprise,21,陳子明,neutral,4,1,neutral,2
349,4,陳子明,嗨，肯定是順路的同學。沒什麼的。,neutral,1,張愛,friend,peer,張愛,surprise,4,李曉,surprise,16,1,neutral,2
349,5,李曉,你怎麼就知道沒什麼啊？,surprise,1,陳子明,friend,peer,陳子明,neutral,16,陳子明,disgust,11,1,neutral,2
349,6,陳子明,我猜的，不行啊？,disgust,1,李曉,friend,peer,李曉,surprise,11,李曉,disgust,8,1,suppressed,3
349,7,李曉,就會瞎扯蛋！,disgust,1,陳子明,friend,peer,陳子明,disgust,8,陳子明,disgust,6,1,suppressed,3
349,8,陳子明,懶得理你！小愛，時間不早了，快回去吧！你爸媽肯定等你很久了。,disgust,1,張愛,friend,peer,李曉,disgust,6,張愛,happiness,30,1,neutral,2
349,9,張愛,恩，今天真的謝謝你們！,happiness,2,"陳子明,李曉","friend,friend",peer,陳子明,disgust,30,李曉,happiness,11,1,amplified,0
349,10,李曉,瞧，又見外了不是？對我們還用說謝謝嗎？,happiness,1,張愛,friend,peer,張愛,happiness,11,陳子明,happiness,19,1,neutral,1
349,11,陳子明,就是，快進屋吧！,happiness,1,張愛,friend,peer,李曉,happiness,19,張愛,happiness,8,1,neutral,1
349,12,張愛,那我走了，你們也早點回去吧！,happiness,2,"陳子明,李曉","friend,friend",peer,陳子明,happiness,8,李曉,happiness,14,1,amplified,0
349,13,李曉,恩。快進屋吧！我們走了。,happiness,1,張愛,friend,peer,張愛,happiness,14,張愛,happiness,12,1,neutral,1
349,14,張愛,那明天見。,happiness,2,"陳子明,李曉","friend,friend",peer,李曉,happiness,12,,,5,1,amplified,0
350,0,張愛,爸，媽，我回來了！,happiness,2,"張一榮,宋喬","child,child",inferior,,,0,宋喬,happiness,9,1,neutral,2
350,1,宋喬,小愛，生日快樂！,happiness,1,張愛,parent,superior,張愛,happiness,9,張一榮,happiness,8,1,neutral,1
350,2,張一榮,我親愛的小愛，生日快樂！,happiness,1,張愛,parent,superior,宋喬,happiness,8,,,12,1,neutral,1
351,0,張愛,謝謝！,happiness,3,"張心,張一榮,宋喬","brothers and sisters,child,child",peer,,,0,宋喬,happiness,3,1,amplified,0
351,1,宋喬,來，快來吃飯！我啊，今天做的全都是你最愛吃的。,happiness,1,張愛,parent,superior,張愛,happiness,3,張愛,happiness,23,1,neutral,1
351,2,張愛,哇！好豐盛啊！口水都出來了。,happiness,1,宋喬,child,inferior,宋喬,happiness,23,張一榮,happiness,14,1,suppressed,3
351,3,張一榮,那就快坐下來吃吧！,happiness,1,張愛,parent,superior,張愛,happiness,14,張心,happiness,9,1,neutral,1
351,4,張心,對對對！我早就餓得不行了！,happiness,3,"張一榮,宋喬,張愛","child,child,brothers and sisters",inferior,張一榮,happiness,9,宋喬,happiness,13,1,neutral,2
351,5,宋喬,你呀！什麼時候不餓過？,happiness,1,張心,parent,superior,張心,happiness,13,張心,happiness,11,1,neutral,1
351,6,張心,人家正在長身體嘛！,happiness,1,宋喬,child,inferior,宋喬,happiness,11,張愛,happiness,9,1,suppressed,3
351,7,張愛,對，長身體就要多吃纔對！來，快坐下來吃吧！,happiness,1,張心,brothers and sisters,peer,張心,happiness,9,張一榮,happiness,21,1,neutral,1
351,8,張一榮,來，小愛，這是你最愛的紅燒肉。,happiness,1,張愛,parent,superior,張愛,happiness,21,張愛,happiness,15,1,neutral,1
351,9,張愛,謝謝爸！,happiness,1,張一榮,child,inferior,張一榮,happiness,15,張心,happiness,4,1,suppressed,3
351,10,張心,姐，我也爲你夾一塊！,happiness,1,張愛,brothers and sisters,peer,張愛,happiness,4,張愛,happiness,10,1,neutral,1
351,11,張愛,喲，謝謝你了！,happiness,1,張心,brothers and sisters,peer,張心,happiness,10,張心,happiness,7,1,neutral,1
351,12,張心,不用謝，你今天可是壽星呢！爲你效勞是理所應當的嘛。,happiness,1,張愛,brothers and sisters,peer,張愛,happiness,7,宋喬,happiness,25,1,neutral,1
351,13,宋喬,這孩子。,happiness,1,張心,parent,superior,張心,happiness,25,,,4,1,neutral,1
352,0,張愛,哇！好感動。,happiness,1,宋喬,child,inferior,,,0,宋喬,happiness,6,1,suppressed,3
352,1,宋喬,小愛，快許願吧！,happiness,1,張愛,parent,superior,張愛,happiness,6,張愛,happiness,8,1,neutral,1
352,2,張愛,好！第一個願望，我希望全家人永遠健康快樂；第二個願望，希望阿心順利考上高中；,happiness,1,宋喬,child,inferior,宋喬,happiness,8,宋喬,happiness,38,1,suppressed,3
352,3,宋喬,第三個願望不能說哦，說了就不靈了。,happiness,1,張愛,parent,superior,張愛,happiness,38,,,17,1,neutral,1
353,0,宋喬,吹蠟燭吧！,happiness,1,張愛,parent,superior,,,0,張心,happiness,5,1,neutral,1
353,1,張心,哎~我也看看！,happiness,1,張愛,brothers and sisters,peer,宋喬,happiness,5,張愛,surprise,7,1,neutral,1
353,2,張愛,哎呀！你快還給我！,surprise,1,張心,brothers and sisters,peer,張心,happiness,7,張心,surprise,9,1,neutral,1
353,3,張心,怎麼了？不讓我看？誰給你寫的？該不會是？！啊！！！！！！！,surprise,1,張愛,brothers and sisters,peer,張愛,surprise,9,張愛,angry,29,1,neutral,2
353,4,張愛,什麼呀！別瞎說啊！哎呀，快給我！,angry,1,張心,brothers and sisters,peer,張心,surprise,29,,,16,1,neutral,2
354,0,張愛,喂？,surprise,1,宋喬,child,inferior,,,0,宋喬,fear,2,1,suppressed,3
354,1,宋喬,小愛，家裏出事了。,fear,1,張愛,parent,superior,張愛,surprise,2,張愛,surprise,9,1,neutral,2
354,2,張愛,什麼？出什麼事了？媽，你別急，慢慢說。,surprise,1,宋喬,child,inferior,宋喬,fear,9,宋喬,sadness,19,1,suppressed,3
354,3,宋喬,你妹妹她。,sadness,1,張愛,parent,superior,張愛,surprise,19,張愛,fear,5,1,neutral,2
354,4,張愛,阿心？阿心怎麼了？,fear,1,宋喬,child,inferior,宋喬,sadness,5,宋喬,fear,9,1,suppressed,4
354,5,宋喬,哎，叫我怎麼跟你說啊。你還是快回來吧！,fear,1,張愛,parent,superior,張愛,fear,9,張愛,fear,19,1,neutral,2
354,6,張愛,哎，好，我馬上就回來。,fear,1,宋喬,child,inferior,宋喬,fear,19,,,11,1,suppressed,4
355,0,陳子明,哎，小愛，這麼急幹什麼去？,surprise,1,張愛,friend,peer,,,0,張愛,fear,13,1,neutral,1
355,1,張愛,家裏出了點事！我得馬上回去一下！,fear,1,陳子明,friend,peer,陳子明,surprise,13,陳子明,surprise,16,1,neutral,2
355,2,陳子明,哦，哎！路上小心點啊！,surprise,1,張愛,friend,peer,張愛,fear,16,張愛,fear,11,1,neutral,1
355,3,張愛,知道了！,fear,1,陳子明,friend,peer,陳子明,surprise,11,,,4,1,neutral,2
356,0,李曉,哎？小愛這是怎麼了？,surprise,1,陳子明,friend,peer,,,0,陳子明,surprise,10,1,neutral,1
356,1,陳子明,好像是家裏出了點事。我也不清楚。,surprise,1,李曉,friend,peer,李曉,surprise,10,李曉,neutral,16,1,neutral,2
356,2,李曉,哦。,neutral,1,陳子明,friend,peer,陳子明,surprise,16,,,2,1,neutral,2
357,0,張愛,爸媽，我回來了。,neutral,2,"張一榮,宋喬","child,child",inferior,,,0,張一榮,neutral,8,1,suppressed,4
357,1,張一榮,回來了。,neutral,1,張愛,parent,superior,張愛,neutral,8,張愛,surprise,4,1,neutral,2
357,2,張愛,媽，怎麼了？你怎麼哭了？,surprise,1,宋喬,child,inferior,張一榮,neutral,4,宋喬,sadness,12,1,suppressed,3
357,3,宋喬,小愛。（哭得更厲害了）,sadness,1,張愛,parent,superior,張愛,surprise,12,張愛,surprise,11,1,neutral,2
357,4,張愛,媽，你這是怎麼了嘛？是不是和爸吵架了？,surprise,1,宋喬,child,inferior,宋喬,sadness,11,,,19,1,suppressed,3
358,0,張一榮,小愛。,sadness,1,張愛,parent,superior,,,0,張愛,surprise,3,1,neutral,2
358,1,張愛,爸！你這是幹什麼？！快起來！,surprise,1,張一榮,child,inferior,張一榮,sadness,3,,,14,1,suppressed,3
359,0,張一榮,小愛，爸對不起你！,sadness,1,張愛,parent,superior,,,0,張愛,surprise,9,1,neutral,2
359,1,張愛,爸！有什麼話起來說好嗎？,surprise,1,張一榮,child,inferior,張一榮,sadness,9,張一榮,sadness,12,1,suppressed,3
359,2,張一榮,不，我沒臉起來！,sadness,1,張愛,parent,superior,張愛,surprise,12,張愛,surprise,8,1,neutral,2
359,3,張愛,媽，到底發生什麼事了？你們倒是說句話啊！,surprise,1,宋喬,child,inferior,張一榮,sadness,8,宋喬,sadness,20,1,suppressed,3
359,4,宋喬,你妹妹她。,sadness,1,張愛,parent,superior,張愛,surprise,20,張愛,surprise,5,1,neutral,2
359,5,張愛,阿心？阿心怎麼了？出什麼事了嗎？,surprise,1,宋喬,child,inferior,宋喬,sadness,5,宋喬,sadness,16,1,suppressed,3
359,6,宋喬,我。,sadness,1,張愛,parent,superior,張愛,surprise,16,張一榮,angry,2,1,suppressed,3
359,7,張一榮,她不唸書了！,angry,1,張愛,parent,superior,宋喬,sadness,2,,,6,1,neutral,2
360,0,張愛,什麼？！,surprise,2,"張一榮,宋喬","child,child",inferior,,,0,張一榮,angry,4,1,suppressed,3
360,1,張一榮,這個死丫頭，她說她不唸了。,angry,1,張愛,parent,superior,張愛,surprise,4,張愛,surprise,13,1,neutral,2
360,2,張愛,爲什麼？爲什麼不唸了呀？,surprise,1,張一榮,child,inferior,張一榮,angry,13,張一榮,sadness,12,1,suppressed,3
360,3,張一榮,沒什麼理由，就是學習不好，不想唸了。,sadness,1,張愛,parent,superior,張愛,surprise,12,張愛,surprise,18,1,neutral,2
360,4,張愛,你們沒去學校瞭解一下到底是什麼情況嗎？,surprise,2,"張一榮,宋喬","child,child",inferior,張一榮,sadness,18,宋喬,sadness,19,1,neutral,2
360,5,宋喬,你爸今天去了，學校的老師說阿心經常逃課，還跟一些混混在一起瞎混。已經好長時間了。剛纔你爸罵了她，她就生氣跑了。,sadness,1,張愛,parent,superior,張愛,surprise,19,張愛,fear,55,1,neutral,2
360,6,張愛,這。不可能！阿心一向都很聽話，也很規矩的。肯定是有什麼原因的。爸，我求求你，先起來行不行？,fear,1,張一榮,child,inferior,宋喬,sadness,55,張一榮,angry,45,1,suppressed,5
360,7,張一榮,我沒臉起來，這個不孝的丫頭，真是快氣死我了！我想起來就。,angry,1,張愛,parent,superior,張愛,fear,45,,,28,1,neutral,2
361,0,張愛,爸！爸！你怎麼了？,fear,1,宋喬,child,inferior,,,0,宋喬,fear,9,1,suppressed,4
361,1,宋喬,小愛，快打１２０！,fear,1,張愛,parent,superior,張愛,fear,9,張愛,surprise,9,1,neutral,2
361,2,張愛,哦！,surprise,1,宋喬,child,inferior,宋喬,fear,9,,,2,1,suppressed,3
362,0,宋喬,醫生，他這是怎麼了？,surprise,1,醫生,consignor,peer,,,0,醫生,neutral,10,1,neutral,2
362,1,醫生,我剛查出來，他患輕微有心臟病。由於過度生氣，才導致心臟病發作的。,neutral,1,宋喬,consignee,peer,宋喬,surprise,10,宋喬,surprise,32,1,neutral,2
362,2,宋喬,什麼？！心臟病？,surprise,1,醫生,consignor,peer,醫生,neutral,32,,,8,1,neutral,1
363,0,張愛,媽！你怎麼了？,surprise,1,宋喬,child,inferior,,,0,宋喬,fear,7,1,suppressed,3
363,1,宋喬,天吶！怎麼辦？怎麼辦啊？,fear,2,"醫生,張愛","consignor,parent",peer,張愛,surprise,7,醫生,surprise,12,1,neutral,1
363,2,醫生,怎麼？你們不知道？,surprise,2,"宋喬,張愛","consignee,consignee",peer,宋喬,fear,12,宋喬,sadness,9,1,amplified,0
363,3,宋喬,這麼些年，他也沒出現什麼反應，我們也不知道。,sadness,1,醫生,consignor,peer,醫生,surprise,9,醫生,neutral,22,1,suppressed,3
363,4,醫生,放心，他的心臟病不是很嚴重。只要調理得好，沒什麼大礙。,neutral,1,宋喬,consignee,peer,宋喬,sadness,22,宋喬,sadness,27,1,neutral,2
363,5,宋喬,那能完全治好不？,sadness,1,醫生,consignor,peer,醫生,neutral,27,醫生,neutral,8,1,suppressed,3
363,6,醫生,這個還和看情況了，要是病情能穩定的話是還是有希望的。,neutral,1,宋喬,consignee,peer,宋喬,sadness,8,宋喬,happiness,26,1,neutral,2
363,7,宋喬,謝謝你，醫生。,happiness,1,醫生,consignor,peer,醫生,neutral,26,醫生,neutral,7,1,neutral,2
363,8,醫生,不用謝。（說完便出去了）,neutral,1,宋喬,consignee,peer,宋喬,happiness,7,張愛,neutral,12,1,suppressed,3
363,9,張愛,媽，你先坐下來休息一下。,neutral,1,宋喬,child,inferior,醫生,neutral,12,宋喬,sadness,12,1,suppressed,4
363,10,宋喬,這個死丫頭，怎麼這麼不讓人省心呢？,sadness,1,張愛,parent,superior,張愛,neutral,12,張愛,neutral,17,1,suppressed,3
363,11,張愛,媽，你先在這照顧爸，我去找阿心。找她好好談談。,neutral,1,宋喬,child,inferior,宋喬,sadness,17,宋喬,neutral,23,1,suppressed,5
363,12,宋喬,恩。,neutral,1,張愛,parent,superior,張愛,neutral,23,,,2,1,neutral,2
364,0,張愛,阿心，你在哪呢？爸被你氣得住醫院了，你知不知道？,angry,1,張心,brothers and sisters,peer,,,0,張心,disgust,24,1,suppressed,3
364,1,張心,是他罵我，他還氣得不行？,disgust,1,張愛,brothers and sisters,peer,張愛,angry,24,張愛,angry,12,1,suppressed,3
364,2,張愛,阿心！你在說什麼呢？你怎麼變成這樣了？快點給我回來，聽見沒有？,angry,1,張心,brothers and sisters,peer,張心,disgust,12,張心,disgust,31,1,suppressed,3
364,3,張心,對不起，本小姐現在沒空！拜拜！,disgust,1,張愛,brothers and sisters,peer,張愛,angry,31,張愛,surprise,15,1,neutral,2
364,4,張愛,等一下！能和我談談嗎？,surprise,1,張心,brothers and sisters,peer,張心,disgust,15,張心,disgust,11,1,neutral,2
364,5,張心,談什麼？你也想給我作心理工作？,disgust,1,張愛,brothers and sisters,peer,張愛,surprise,11,張愛,surprise,15,1,neutral,2
364,6,張愛,你能不能看在我是你姐的份上出來和我談談？！,surprise,1,張心,brothers and sisters,peer,張心,disgust,15,張心,neutral,21,1,neutral,2
364,7,張心,好吧！在哪談？,neutral,1,張愛,brothers and sisters,peer,張愛,surprise,21,張愛,neutral,7,1,suppressed,3
364,8,張愛,我們小區門口的咖啡館。,neutral,1,張心,brothers and sisters,peer,張心,neutral,7,張心,neutral,11,1,suppressed,3
364,9,張心,好，十分鐘後到。,neutral,1,張愛,brothers and sisters,peer,張愛,neutral,11,,,8,1,neutral,2
365,0,張愛,媽。,neutral,1,宋喬,child,inferior,,,0,宋喬,surprise,2,1,suppressed,4
365,1,宋喬,噓！小聲點。你爸剛睡着。,surprise,1,張愛,parent,superior,張愛,neutral,2,張心,neutral,12,1,neutral,2
365,2,張心,媽。,neutral,1,宋喬,child,inferior,宋喬,surprise,12,宋喬,angry,2,1,suppressed,5
365,3,宋喬,還知道來看你爸呀！,angry,1,張心,parent,superior,張心,neutral,2,張愛,surprise,9,1,neutral,2
365,4,張愛,阿心，說啊！,surprise,1,張心,brothers and sisters,peer,宋喬,angry,9,宋喬,surprise,6,1,neutral,1
365,5,宋喬,說什麼？,surprise,2,"張心,張愛","parent,parent",superior,張愛,surprise,6,張心,neutral,4,1,amplified,0
365,6,張心,我去參加高考。,neutral,1,宋喬,child,inferior,宋喬,surprise,4,宋喬,surprise,7,1,suppressed,4
365,7,宋喬,真的？！,surprise,1,張心,parent,superior,張心,neutral,7,張心,surprise,4,1,neutral,1
365,8,張心,我既然都答應了，還會騙你不成？,surprise,1,宋喬,child,inferior,宋喬,surprise,4,宋喬,happiness,15,1,suppressed,3
365,9,宋喬,哎呀！太好了！你爸知道了病肯定能好一大半。,happiness,1,張心,parent,superior,張心,surprise,15,張愛,happiness,21,1,neutral,1
365,10,張愛,媽，你和爸就放心吧！阿心今天也是說氣話的，現在學習壓力太大了，難免會亂發些脾氣。,happiness,1,宋喬,child,inferior,宋喬,happiness,21,,,40,1,suppressed,3
366,0,張心,哦。是啊，媽，最近的學習壓力有點大，今天就說了那些話。,neutral,1,宋喬,child,inferior,,,0,宋喬,angry,27,1,suppressed,5
366,1,宋喬,這還差不多，你不知道你爸都快被你給氣死了。等會他醒了跟他好好解釋一下。別再惹他生氣了，醫生查出來他有心臟病。,angry,1,張心,parent,superior,張心,neutral,27,,,54,1,neutral,2
367,0,張心,媽，我知道了。你也別生氣了。,fear,1,宋喬,child,inferior,,,0,宋喬,angry,14,1,suppressed,5
367,1,宋喬,想要我不生氣就好好地考大學。,angry,1,張心,parent,superior,張心,fear,14,張心,neutral,14,1,suppressed,3
367,2,張心,是！遵命！可以了吧？還氣不氣？,neutral,1,宋喬,child,inferior,宋喬,angry,14,宋喬,sadness,15,1,suppressed,4
367,3,宋喬,你呀！什麼時候才能長大啊？,sadness,1,張心,parent,superior,張心,neutral,15,張心,disgust,13,1,suppressed,3
367,4,張心,我已經是大人了呀！,disgust,1,宋喬,child,inferior,宋喬,sadness,13,宋喬,disgust,9,1,suppressed,5
367,5,宋喬,是嗎？大人會這麼不懂事？,disgust,1,張心,parent,superior,張心,disgust,9,張心,disgust,12,1,suppressed,3
367,6,張心,好了好了！我改！行不？,disgust,1,宋喬,child,inferior,宋喬,disgust,12,宋喬,happiness,11,1,suppressed,4
367,7,宋喬,行！,happiness,1,張心,parent,superior,張心,disgust,11,張愛,neutral,2,1,neutral,2
367,8,張愛,好了，我該回去上班了。,neutral,2,"張心,宋喬","brothers and sisters,child",peer,宋喬,happiness,2,宋喬,neutral,11,1,neutral,2
367,9,宋喬,快去吧！路上小心點。,neutral,1,張愛,parent,superior,張愛,neutral,11,張愛,neutral,10,1,suppressed,3
367,10,張愛,恩。走了。,neutral,1,宋喬,child,inferior,宋喬,neutral,10,,,5,1,suppressed,4
368,0,李曉,怎麼了？發生了什麼事？,surprise,1,張愛,friend,peer,,,0,張愛,sadness,11,1,neutral,1
368,1,張愛,沒什麼事，就是我爸突然發病了。,sadness,1,李曉,friend,peer,李曉,surprise,11,李曉,fear,15,1,neutral,2
368,2,李曉,啊？！那叔叔怎麼樣子？嚴重嗎？,fear,1,張愛,friend,peer,張愛,sadness,15,張愛,sadness,15,1,neutral,2
368,3,張愛,沒什麼大礙。,sadness,1,李曉,friend,peer,李曉,fear,15,李曉,neutral,6,1,suppressed,3
368,4,李曉,哦，那就好。,neutral,1,張愛,friend,peer,張愛,sadness,6,張愛,happiness,6,1,neutral,2
